PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
528429080.0,20.0,RL,75.0,14587.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1506.0,0.0,0.0,1506.0,0.0,0.0,2.0,0.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,2008.0,Fin,2.0,592.0,TA,TA,Y,0.0,174.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,8.0,2008.0,New,Partial,264132.0
528431060.0,20.0,RL,78.0,10206.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144.0,99.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,10.0,2008.0,WD ,Normal,245000.0
528431080.0,20.0,RL,91.0,12274.0,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1417.0,1417.0,GasA,Ex,Y,SBrkr,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,Ex,6.0,Typ,0.0,Gd,Attchd,2008.0,RFn,2.0,554.0,TA,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,New,Partial,227680.0
528431120.0,60.0,RL,73.0,9801.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1341.0,1341.0,GasA,Ex,Y,SBrkr,1341.0,520.0,0.0,1861.0,0.0,0.0,3.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,BuiltIn,2007.0,RFn,3.0,851.0,TA,TA,Y,144.0,60.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,257000.0
528435020.0,60.0,RL,80.0,9428.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,310.0,Gd,TA,PConc,Gd,TA,Av,GLQ,729.0,Unf,0.0,226.0,955.0,GasA,Ex,Y,SBrkr,955.0,919.0,0.0,1874.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,168.0,108.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,2.0,2008.0,New,Partial,297900.0
528439010.0,20.0,RL,87.0,10037.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8.0,5.0,2006.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,666.0,Unf,0.0,794.0,1460.0,GasA,Ex,Y,SBrkr,1460.0,0.0,0.0,1460.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2006.0,Fin,2.0,480.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,8.0,2008.0,WD ,Normal,247000.0
528458030.0,20.0,FV,72.0,8640.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1339.0,1363.0,GasA,Ex,Y,SBrkr,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2008.0,RFn,2.0,588.0,TA,TA,Y,192.0,113.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,New,Partial,212700.0
528458050.0,20.0,FV,72.0,8640.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1372.0,1372.0,GasA,Ex,Y,SBrkr,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,0.0,140.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2008.0,New,Partial,250580.0
528462040.0,20.0,FV,95.0,11639.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,12.0,2008.0,New,Partial,182000.0
528477040.0,60.0,FV,75.0,9803.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400.0,Unf,0.0,466.0,866.0,GasA,Gd,Y,SBrkr,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2005.0,RFn,2.0,603.0,TA,TA,Y,0.0,108.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,2.0,2008.0,WD ,Normal,226700.0
528478030.0,60.0,FV,75.0,9375.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2004.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1053.0,1053.0,GasA,Ex,Y,SBrkr,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2003.0,RFn,2.0,648.0,TA,TA,Y,140.0,45.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,8.0,2008.0,WD ,Normal,250000.0
528478040.0,60.0,FV,85.0,10625.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1026.0,1026.0,GasA,Ex,Y,SBrkr,1026.0,932.0,0.0,1958.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2005.0,Fin,3.0,936.0,TA,TA,Y,154.0,210.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,250000.0
528480060.0,60.0,FV,85.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2008.0,New,Partial,339750.0
528480160.0,60.0,FV,65.0,8125.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,6.0,2007.0,2007.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,Y,SBrkr,822.0,843.0,0.0,1665.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2008.0,WD ,Normal,205950.0
528482020.0,20.0,FV,85.0,10625.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,1660.0,GasA,Ex,Y,SBrkr,1660.0,0.0,0.0,1660.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,133.0,120.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD ,Normal,256000.0
528488140.0,20.0,FV,62.0,7500.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,316.0,1218.0,GasA,Ex,Y,SBrkr,1218.0,0.0,0.0,1218.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2008.0,Fin,2.0,462.0,TA,TA,Y,168.0,168.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2008.0,New,Partial,230348.0
528490080.0,60.0,FV,64.0,8791.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,Unf,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864.0,864.0,0.0,1728.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,673.0,TA,TA,Y,216.0,56.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2008.0,WD ,Normal,207500.0
531363060.0,20.0,RL,63.0,7500.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,680.0,Unf,0.0,400.0,1080.0,GasA,Ex,Y,SBrkr,1080.0,0.0,0.0,1080.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2008.0,WD ,Normal,141000.0
531371070.0,60.0,RL,68.0,10110.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,80.0,ALQ,555.0,200.0,835.0,GasA,Ex,Y,SBrkr,835.0,861.0,0.0,1696.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,542.0,TA,TA,Y,143.0,66.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,188000.0
531373060.0,60.0,RL,67.0,12774.0,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,835.0,828.0,0.0,1663.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,168.0,68.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,192500.0
531375050.0,20.0,RL,63.0,13072.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,TA,TA,PConc,Gd,Gd,No,GLQ,80.0,Unf,0.0,1095.0,1175.0,GasA,Ex,Y,SBrkr,1175.0,0.0,0.0,1175.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,1979.0,Unf,0.0,0.0,TA,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD ,Normal,146000.0
531375110.0,20.0,RL,66.0,13695.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,GLQ,646.0,Unf,0.0,468.0,1114.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD ,Normal,159000.0
531375120.0,20.0,RL,66.0,13695.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814.0,Unf,0.0,300.0,1114.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1114.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0.0,78.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,155000.0
531376010.0,60.0,RL,65.0,8366.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,138.0,45.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,12.0,2008.0,WD ,Normal,173000.0
531376070.0,20.0,RL,81.0,9260.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1162.0,1162.0,GasA,Ex,Y,SBrkr,1162.0,0.0,0.0,1162.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2008.0,WD ,Normal,170000.0
531382090.0,60.0,RL,65.0,8453.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,38.0,Gd,TA,PConc,Gd,TA,No,GLQ,362.0,Unf,0.0,392.0,754.0,GasA,Ex,Y,SBrkr,754.0,855.0,0.0,1609.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,1995.0,RFn,2.0,525.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,4.0,2008.0,WD ,Normal,182000.0
531382110.0,60.0,RL,50.0,8480.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,1993.0,1994.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,602.0,Unf,0.0,284.0,886.0,GasA,Ex,Y,SBrkr,886.0,794.0,0.0,1680.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,1993.0,RFn,2.0,474.0,TA,TA,Y,144.0,96.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,10.0,2008.0,WD ,Normal,163000.0
531382120.0,20.0,RL,65.0,8125.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6.0,5.0,1994.0,1998.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138.0,Unf,0.0,270.0,1408.0,GasA,Ex,Y,SBrkr,1679.0,0.0,0.0,1679.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Fa,Attchd,1994.0,RFn,2.0,575.0,TA,TA,Y,224.0,42.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,10.0,2008.0,WD ,Normal,193500.0
531384030.0,60.0,RL,43.0,14565.0,Pave,Grvl,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,0.0,295.0,832.0,GasA,Ex,Y,SBrkr,832.0,825.0,0.0,1657.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,144.0,74.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,2000.0,11.0,2008.0,WD ,Normal,189000.0
531385060.0,60.0,RL,65.0,8450.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,5.0,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,472.0,Unf,0.0,355.0,827.0,GasA,Ex,Y,SBrkr,827.0,850.0,0.0,1677.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,2001.0,RFn,2.0,627.0,TA,TA,Y,0.0,68.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,9.0,2008.0,WD ,Normal,190500.0
531450030.0,60.0,RL,75.0,8285.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,1992.0,1992.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,397.0,Unf,0.0,439.0,836.0,GasA,Gd,Y,SBrkr,844.0,893.0,0.0,1737.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,192.0,85.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,5.0,2008.0,WD ,Normal,175000.0
531450090.0,20.0,RL,68.0,7153.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6.0,5.0,1991.0,1991.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294.0,0.0,0.0,1294.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Gd,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,112.0,51.0,0.0,0.0,0.0,0.0,Ex,GdWo,Shed,0.0,6.0,2008.0,WD ,Normal,179200.0
531450170.0,60.0,RL,76.0,9291.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426.0,Unf,0.0,406.0,832.0,GasA,Ex,Y,SBrkr,832.0,878.0,0.0,1710.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Gd,Attchd,1993.0,RFn,2.0,506.0,TA,TA,Y,144.0,70.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,6.0,2008.0,WD ,Normal,187000.0
531451020.0,120.0,RL,50.0,8012.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1993.0,1994.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165.0,GLQ,841.0,598.0,1604.0,GasA,Ex,Y,SBrkr,1617.0,0.0,0.0,1617.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1993.0,RFn,2.0,533.0,TA,TA,Y,0.0,69.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,193000.0
531452140.0,120.0,RL,55.0,7892.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6.0,5.0,1993.0,1993.0,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300.0,Unf,0.0,899.0,1199.0,GasA,Ex,Y,SBrkr,1199.0,0.0,0.0,1199.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Gd,Attchd,1993.0,RFn,2.0,530.0,TA,TA,Y,0.0,63.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,3.0,2008.0,WD ,Normal,153900.0
532351050.0,20.0,RL,70.0,9100.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,5.0,1963.0,1963.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,Gd,No,BLQ,53.0,ALQ,799.0,132.0,984.0,GasA,TA,Y,SBrkr,984.0,0.0,0.0,984.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1963.0,RFn,1.0,384.0,TA,TA,Y,145.0,56.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,400.0,8.0,2008.0,WD ,Normal,128000.0
532353050.0,20.0,RL,68.0,12968.0,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1962.0,1962.0,Hip,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,Unf,0.0,175.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Gd,Detchd,1962.0,Unf,1.0,352.0,TA,TA,Y,140.0,0.0,0.0,0.0,176.0,0.0,Ex,MnPrv,Shed,0.0,9.0,2008.0,WD ,Normal,144000.0
532354150.0,20.0,RL,75.0,8100.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,8.0,1961.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,764.0,Unf,0.0,100.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,TA,Detchd,1962.0,Unf,1.0,420.0,TA,TA,Y,132.0,0.0,0.0,0.0,0.0,0.0,Ex,MnPrv,Shed,0.0,7.0,2008.0,WD ,Normal,135000.0
